ID,FPS,"LoopType (0: Single, 1: Loop)",,,
Trap,10,1,,,
,,,,,
TEXTURE ID,LEFT,TOP,WIDTH,HEIGHT,"FLIPX (0:Fale, 1:True)"
assets/player/bazzi/trap.png,0,0,79,74,0
assets/player/bazzi/trap.png,79,0,79,74,0
assets/player/bazzi/trap.png,158,0,79,74,0
assets/player/bazzi/trap.png,237,0,79,74,0
assets/player/bazzi/trap.png,316,0,79,74,0
assets/player/bazzi/trap.png,395,0,79,74,0
assets/player/bazzi/trap.png,474,0,79,74,0
assets/player/bazzi/trap.png,553,0,79,74,0
assets/player/bazzi/trap.png,632,0,79,74,0
assets/player/bazzi/trap.png,711,0,79,74,0
assets/player/bazzi/trap.png,790,0,79,74,0
assets/player/bazzi/trap.png,869,0,79,74,0
assets/player/bazzi/trap.png,948,0,79,74,0
assets/player/bazzi/trap.png,1027,0,79,74,0
assets/player/bazzi/trap.png,1106,0,79,74,0
assets/player/bazzi/trap.png,1185,0,79,74,0
assets/player/bazzi/trap.png,1264,0,79,74,0
assets/player/bazzi/trap.png,1343,0,79,74,0
assets/player/bazzi/trap.png,1422,0,79,74,0
assets/player/bazzi/trap.png,1501,0,79,74,0
assets/player/bazzi/trap.png,1580,0,79,74,0
assets/player/bazzi/trap.png,1659,0,79,74,0
assets/player/bazzi/trap.png,1738,0,79,74,0
assets/player/bazzi/trap.png,1817,0,79,74,0
assets/player/bazzi/trap.png,1896,0,79,74,0
assets/player/bazzi/trap.png,1975,0,79,74,0
assets/player/bazzi/trap.png,2054,0,79,74,0
assets/player/bazzi/trap.png,2133,0,79,74,0
assets/player/bazzi/trap.png,2212,0,79,74,0
assets/player/bazzi/trap.png,2291,0,79,74,0
assets/player/bazzi/trap.png,2370,0,79,74,0
assets/player/bazzi/trap.png,2449,0,79,74,0
assets/player/bazzi/trap.png,2528,0,79,74,0
assets/player/bazzi/trap.png,2607,0,79,74,0
assets/player/bazzi/trap.png,2686,0,79,74,0
assets/player/bazzi/trap.png,2765,0,79,74,0
assets/player/bazzi/trap.png,2844,0,79,74,0
assets/player/bazzi/trap.png,2923,0,79,74,0
assets/player/bazzi/trap.png,3002,0,79,74,0
assets/player/bazzi/trap.png,3081,0,79,74,0
assets/player/bazzi/trap.png,3160,0,79,74,0
